================================================================================
  GEOMIND STEADY-STATE STREAMING [CAUSAL CE] TRAINING LOG
  Target Loss: 2.50 | Base LR: 0.000500 | Min LR: 0.000010 | Decay: cosine
================================================================================

[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 2.41615 | ATL: 2.41615 | VL: 23.3336 | AVL: 23.3336 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.43628 | ATL: 4.40457 | VL: 23.5851 | AVL: 23.3461 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.48859 | ATL: 4.44775 | VL: 23.4047 | AVL: 23.3491 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.50589 | ATL: 4.46746 | VL: 23.3067 | AVL: 23.3469 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.3981 | ATL: 4.45038 | VL: 23.3948 | AVL: 23.3493 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.29718 | ATL: 4.41999 | VL: 23.4025 | AVL: 23.352 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.30522 | ATL: 4.40079 | VL: 23.318 | AVL: 23.3503 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.3667 | ATL: 4.39532 | VL: 23.4106 | AVL: 23.3533 | VPPL: 0.0
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 0.0 | ATL: 0.0 | VL: 4.28766 | AVL: 4.28766 | VPPL: 72.7959 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.81809 | ATL: 4.81809 | VL: 4.13218 | AVL: 4.27989 | VPPL: 72.2322 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.66082 | ATL: 4.76114 | VL: 4.11023 | AVL: 4.2714 | VPPL: 71.6221 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.59734 | ATL: 4.70742 | VL: 4.08698 | AVL: 4.26218 | VPPL: 70.9647 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.61734 | ATL: 4.68634 | VL: 4.08611 | AVL: 4.25338 | VPPL: 70.3427 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.67623 | ATL: 4.68387 | VL: 4.07776 | AVL: 4.2446 | VPPL: 69.7277 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.58358 | ATL: 4.66308 | VL: 4.05285 | AVL: 4.23501 | VPPL: 69.0624 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.38299 | ATL: 4.63006 | VL: 4.07269 | AVL: 4.22689 | VPPL: 68.5042 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.61185 | ATL: 4.62823 | VL: 4.06083 | AVL: 4.21859 | VPPL: 67.9377 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 5.19481 | ATL: 4.64573 | VL: 4.0637 | AVL: 4.21085 | VPPL: 67.4136 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.73032 | ATL: 4.65798 | VL: 4.0808 | AVL: 4.20434 | VPPL: 66.9767 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.58456 | ATL: 4.6515 | VL: 4.0522 | AVL: 4.19674 | VPPL: 66.4691 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.56259 | ATL: 4.64573 | VL: 4.07856 | AVL: 4.19083 | VPPL: 66.0775 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.53749 | ATL: 4.64152 | VL: 4.06301 | AVL: 4.18444 | VPPL: 65.6566 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.73989 | ATL: 4.64832 | VL: 4.06646 | AVL: 4.17854 | VPPL: 65.2704 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.66574 | ATL: 4.64878 | VL: 4.07195 | AVL: 4.17321 | VPPL: 64.9235 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.50985 | ATL: 4.64531 | VL: 4.06602 | AVL: 4.16785 | VPPL: 64.5765 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.35461 | ATL: 4.6251 | VL: 4.07763 | AVL: 4.16334 | VPPL: 64.2858 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.40193 | ATL: 4.61115 | VL: 4.05723 | AVL: 4.15803 | VPPL: 63.9456 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.55235 | ATL: 4.6078 | VL: 4.05779 | AVL: 4.15302 | VPPL: 63.6259 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.46933 | ATL: 4.59906 | VL: 4.06711 | AVL: 4.14873 | VPPL: 63.3532 | LR: 0.001
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.61476 | ATL: 4.59954 | VL: 4.06105 | AVL: 4.14434 | VPPL: 63.0761 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.57245 | ATL: 4.59851 | VL: 4.03962 | AVL: 4.13911 | VPPL: 62.7467 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.45087 | ATL: 4.59258 | VL: 4.04293 | AVL: 4.1343 | VPPL: 62.4457 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.55411 | ATL: 4.59114 | VL: 4.02716 | AVL: 4.12894 | VPPL: 62.112 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.53951 | ATL: 4.58834 | VL: 4.04772 | AVL: 4.12488 | VPPL: 61.8603 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.51913 | ATL: 4.58538 | VL: 4.03597 | AVL: 4.12043 | VPPL: 61.5859 | LR: 0.00115
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.56288 | ATL: 4.58457 | VL: 4.02683 | AVL: 4.11575 | VPPL: 61.2984 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 5.26008 | ATL: 4.60027 | VL: 4.02806 | AVL: 4.11137 | VPPL: 61.0302 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.25675 | ATL: 4.59126 | VL: 4.00982 | AVL: 4.10629 | VPPL: 60.7211 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.67291 | ATL: 4.5939 | VL: 4.03269 | AVL: 4.10261 | VPPL: 60.498 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.55793 | ATL: 4.59265 | VL: 4.01185 | AVL: 4.09807 | VPPL: 60.2241 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.75314 | ATL: 4.5941 | VL: 4.0003 | AVL: 4.09318 | VPPL: 59.9304 | LR: 0.0013225
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.53861 | ATL: 4.59236 | VL: 4.01522 | AVL: 4.08929 | VPPL: 59.6973 | LR: 0.00152087
[GeoMind CAUSAL CE Stream] Ep 1.0 | TL: 4.19373 | ATL: 4.56437 | VL: 4.03933 | AVL: 4.08679 | VPPL: 59.5483 | LR: 0.00152087
