[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.76744 | ATL: 6.76744 | VL: 6.70618 | AVL: 6.70618 | VPPL: 817.443 | LR: 0.003
[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.39052 | ATL: 6.39174 | VL: 5.74629 | AVL: 6.65819 | VPPL: 779.136 | LR: 0.003
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.52405 | ATL: 5.96002 | VL: 5.29385 | AVL: 6.58997 | VPPL: 727.759 | LR: 0.00276
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.2868 | ATL: 5.71273 | VL: 5.05558 | AVL: 6.51325 | VPPL: 674.013 | LR: 0.0025392
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.46563 | ATL: 5.66204 | VL: 4.93483 | AVL: 6.43433 | VPPL: 622.864 | LR: 0.00233606
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.07603 | ATL: 5.57411 | VL: 4.86106 | AVL: 6.35567 | VPPL: 575.745 | LR: 0.00214918
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.09518 | ATL: 5.51336 | VL: 4.81658 | AVL: 6.27871 | VPPL: 533.101 | LR: 0.00197724
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.8864 | ATL: 5.43134 | VL: 4.75527 | AVL: 6.20254 | VPPL: 494.002 | LR: 0.00181907
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.97288 | ATL: 5.36468 | VL: 4.71147 | AVL: 6.12799 | VPPL: 458.511 | LR: 0.00167354
[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.76744 | ATL: 6.76744 | VL: 6.70618 | AVL: 6.70618 | VPPL: 817.443 | LR: 0.003
[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.39052 | ATL: 6.39174 | VL: 5.74629 | AVL: 6.65819 | VPPL: 779.136 | LR: 0.003
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.52405 | ATL: 5.96002 | VL: 5.29385 | AVL: 6.58997 | VPPL: 727.759 | LR: 0.00276
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.2868 | ATL: 5.71273 | VL: 5.05558 | AVL: 6.51325 | VPPL: 674.013 | LR: 0.0025392
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.46563 | ATL: 5.66204 | VL: 4.93483 | AVL: 6.43433 | VPPL: 622.864 | LR: 0.00233606
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.07603 | ATL: 5.57411 | VL: 4.86106 | AVL: 6.35567 | VPPL: 575.745 | LR: 0.00214918
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.09518 | ATL: 5.51336 | VL: 4.81658 | AVL: 6.27871 | VPPL: 533.101 | LR: 0.00197724
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.8864 | ATL: 5.43134 | VL: 4.75527 | AVL: 6.20254 | VPPL: 494.002 | LR: 0.00181907
[GeoMind CLOZE Stream] Ep 1.0 | TL: 8.31538 | ATL: 8.31538 | VL: 6.70651 | AVL: 6.70651 | VPPL: 817.708 | LR: 0.00233606
[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.69882 | ATL: 6.71043 | VL: 6.1579 | AVL: 6.67908 | VPPL: 795.583 | LR: 0.00233606
[GeoMind CLOZE Stream] Ep 1.0 | TL: 6.05618 | ATL: 6.35636 | VL: 5.60348 | AVL: 6.6253 | VPPL: 753.927 | LR: 0.00233606
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.64335 | ATL: 6.0622 | VL: 5.25043 | AVL: 6.55655 | VPPL: 703.841 | LR: 0.00214918
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.31382 | ATL: 5.83133 | VL: 5.06936 | AVL: 6.48219 | VPPL: 653.403 | LR: 0.00197724
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.00164 | ATL: 5.6609 | VL: 4.97412 | AVL: 6.40679 | VPPL: 605.945 | LR: 0.00181906
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.17643 | ATL: 5.59136 | VL: 4.916 | AVL: 6.33225 | VPPL: 562.421 | LR: 0.00167354
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.82461 | ATL: 5.49429 | VL: 4.87606 | AVL: 6.25944 | VPPL: 522.926 | LR: 0.00153965
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.12112 | ATL: 5.45103 | VL: 4.83308 | AVL: 6.18812 | VPPL: 486.931 | LR: 0.00141648
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.26112 | ATL: 5.43202 | VL: 4.79797 | AVL: 6.11861 | VPPL: 454.235 | LR: 0.00130316
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.89262 | ATL: 5.38092 | VL: 4.76699 | AVL: 6.05103 | VPPL: 424.552 | LR: 0.00119891
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.72916 | ATL: 5.3137 | VL: 4.73776 | AVL: 5.98537 | VPPL: 397.57 | LR: 0.001103
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.9167 | ATL: 5.28336 | VL: 4.7182 | AVL: 5.92201 | VPPL: 373.162 | LR: 0.00101476
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.85205 | ATL: 5.24981 | VL: 4.69471 | AVL: 5.86065 | VPPL: 350.951 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.82324 | ATL: 5.21766 | VL: 4.67619 | AVL: 5.80142 | VPPL: 330.77 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.0007 | ATL: 5.20349 | VL: 4.65047 | AVL: 5.74388 | VPPL: 312.273 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.86383 | ATL: 5.17737 | VL: 4.62442 | AVL: 5.6879 | VPPL: 295.274 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.99038 | ATL: 5.16643 | VL: 4.60079 | AVL: 5.63355 | VPPL: 279.653 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.91892 | ATL: 5.15222 | VL: 4.58565 | AVL: 5.58115 | VPPL: 265.377 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.75594 | ATL: 5.13309 | VL: 4.57437 | AVL: 5.53081 | VPPL: 252.349 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.75114 | ATL: 5.11589 | VL: 4.56078 | AVL: 5.48231 | VPPL: 240.402 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.60121 | ATL: 5.0938 | VL: 4.55589 | AVL: 5.43599 | VPPL: 229.52 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.5817 | ATL: 5.07485 | VL: 4.54491 | AVL: 5.39144 | VPPL: 219.519 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 5.24515 | ATL: 5.08321 | VL: 4.53783 | AVL: 5.34876 | VPPL: 210.347 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.80169 | ATL: 5.06929 | VL: 4.52083 | AVL: 5.30736 | VPPL: 201.817 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.49615 | ATL: 5.04425 | VL: 4.50987 | AVL: 5.26749 | VPPL: 193.928 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.62805 | ATL: 5.0272 | VL: 4.49285 | AVL: 5.22875 | VPPL: 186.56 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.48939 | ATL: 5.00657 | VL: 4.48449 | AVL: 5.19154 | VPPL: 179.745 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.73238 | ATL: 4.99494 | VL: 4.47532 | AVL: 5.15573 | VPPL: 173.422 | LR: 0.001
[GeoMind CLOZE Stream] Ep 1.0 | TL: 4.63042 | ATL: 4.98329 | VL: 4.47025 | AVL: 5.12146 | VPPL: 167.579 | LR: 0.001
